,title,author,name,timeRange,update_Interval,Raum,metadatacreated,license
453,Kreisbüro,"Bestattungs- und Friedhofamt, Bevölkerungsamt, Präsidialdepartement",geo_kreisbuero,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:59:03.740256']",cc-zero
454,Alterszentrum,"Geschäftsleitungs-Sekretariat, Gesundheitszentren für das Alter, Gesundheits- und Umweltdepartement",geo_alterszentrum,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:57:35.329284']",cc-zero
455,Gemeindefriedhöfe,"Bestattungs- und Friedhofamt, Bevölkerungsamt, Präsidialdepartement",geo_gemeindefriedhoefe,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:59:50.680961']",cc-zero
456,Familienzentrum,"Sachbearbeitungspool, Soziale Einrichtungen und Betriebe, Sozialdepartement",geo_familienzentrum,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:15:41.221474']",cc-zero
457,Jugendtreff,"Sozialstatistik/Evaluation, Soziale Dienste, Sozialdepartement",geo_jugendtreff,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:10:44.277634']",cc-zero
458,Krematorium,"Bestattungs- und Friedhofamt, Bevölkerungsamt, Präsidialdepartement",geo_krematorium,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:17:19.896778']",cc-zero
459,Friedhofkreise,"Bestattungs- und Friedhofamt, Bevölkerungsamt, Präsidialdepartement",geo_friedhofkreise,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:56:04.307269']",cc-zero
460,Spielgerätekataster,"Produkteverantw.  & Unterstützungsfunk., Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_spielgeraetekataster,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:57:04.681497']",cc-zero
461,Kindertagesstätte,"Sachbearbeitungspool, Soziale Einrichtungen und Betriebe, Sozialdepartement",geo_kindertagesstaette,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:00:52.856573']",cc-zero
462,Spitex,"Informatik & Organisation, Städtische Gesundheitsdienste, Gesundheits- und Umweltdepartement",geo_spitex,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:59:13.964660']",cc-zero
463,Mütter- und Väterberatung,"Sozialstatistik/Evaluation, Soziale Dienste, Sozialdepartement",geo_muetter__und_vaeterberatung,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:04:38.074376']",cc-zero
464,Quartiertreff,"Sozialstatistik/Evaluation, Soziale Dienste, Sozialdepartement",geo_quartiertreff,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:04:08.658599']",cc-zero
465,Nachbarschaftshilfe,"Sozialstatistik/Evaluation, Soziale Dienste, Sozialdepartement",geo_nachbarschaftshilfe,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:05:20.865371']",cc-zero
466,Betreibungsamt,"Öffentlichkeitsarbeit, Departementssekretariat PRD, Präsidialdepartement",geo_betreibungsamt,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:56:37.351395']",cc-zero
467,Sozialzentrum,"Sozialstatistik/Evaluation, Soziale Dienste, Sozialdepartement",geo_sozialzentrum,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:11:59.634196']",cc-zero
468,Zürcher Index der Konsumentenpreise (ZIK),"Statistik Stadt Zürich, Präsidialdepartement",wir_preise_zik_basis_dez2010,Dezember 2010 - Dezember 2015,['monatlich'],Stadt Zürich,"['2019-07-29', '13:25:33.033433']",cc-zero
469,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2015,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2015,06.01.2016,['keines'],Stadt Zürich,"['2019-11-18', '09:10:35.334726']",cc-zero
470,Orthofoto 2013 Stadt Zürich - Frühling - quasi true,"Informatik, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_2013_stadt_zuerich___fruehling___quasi_true,04.01.2016,['keines'],Stadt Zürich,"['2020-09-23', '02:02:57.671936']",cc-zero
471,3D-Blockmodell LoD1 Jahresendstand 2015,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2015,31.12.2015,['keines'],Stadt Zürich,"['2019-11-18', '09:16:28.270994']",cc-zero
472,3D-Dachmodell LoD2 Jahresstand 2015,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_dachmodell_lod2_jahresstand_2015,31.12.2015,['keines'],Stadt Zürich,"['2020-04-16', '02:01:46.514597']",cc-zero
473,Luftschadstoffemissionen im ha Raster,"Luftreinhaltung, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",geo_luftschadstoffemissionen_im_ha_raster,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2021-05-12', '02:02:36.159738']",cc-zero
474,Parkplatzverordnung PPV,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_parkplatzverordnung_ppv,Laufende Nachführung,['keines'],Stadt Zürich,"['2019-11-18', '09:19:03.276826']",cc-zero
475,OGD Veloparkierungsanlagen 2015  (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_ogd_veloparkierungsanlagen_2015___ogd_,01.12.2015,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:05:35.036018']",cc-zero
476,Kantonale Fördergebiete für den ökologischen Ausgleich(BFF) und Objekte von überkommunaler Bedeutung (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_kantonale_foerdergebiete_fuer_den_oekologischen_ausgleich_bff__und_objekte_von_ueberkommun,18.11.2015,['halbjaehrlich'],Kanton Zürich,"['2020-07-14', '03:03:42.868270']",cc-zero
477,Vegetationshöhe (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_vegetationshoehe__ogd_,07.10.2015,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:08:26.452780']",cc-zero
478,Daten der permanenten Velozählstellen - Stundenwerte (Nachführung eingestellt),"Abteilung Mobilität + Verkehr, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",ted_taz_velozaehlstellen_stundenwerte,01.01.2010 - 30.09.2015,['keines'],Stadt Zürich,"['2019-07-29', '13:34:27.602134']",cc-zero
479,Pärke von nationaler Bedeutung (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_paerke_von_nationaler_bedeutung__ogd_,24.09.2015,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:08:18.133662']",cc-zero
480,Historischer Übersichtsplan der Stadt Zürich um 2015,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2015,17.09.2015,['keines'],Stadt Zürich,"['2019-11-18', '08:57:17.073323']",cc-zero
481,Revitalisierungsplanung öffentliche Fliessgewässer (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_revitalisierungsplanung_oeffentliche_fliessgewaesser__ogd_,23.07.2015,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:03:24.409135']",cc-zero
482,Orthofoto Sommer 2014/15 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_orthofoto_sommer_2014_15__ogd_,16.07.2015,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:06:04.138347']",cc-zero
483,Orthofoto Sommer Infrarot 2014/15 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_orthofoto_sommer_infrarot_2014_15__ogd_,16.07.2015,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:08:42.396340']",cc-zero
484,Verordnungen über den Schutz von Natur- und Landschaftsschutzgebieten (Altrechtlich) (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_verordnungen_ueber_den_schutz_von_natur__und_landschaftsschutzgebieten__altrechtlich___ogd,20.03.2015,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:01:56.531482']",cc-zero
485,Relief Digitales Terrainmodell (DTM) - 2014 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_relief_digitales_terrainmodell__dtm____2014__ogd_,01.02.2015,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:04:34.135687']",cc-zero
486,Digitales Terrainmodell (DTM) - 2014 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_digitales_terrainmodell__dtm____2014__ogd_,01.02.2015,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:04:35.914899']",cc-zero
487,Digitales Terrainmodell LoD0 2014,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_digitales_terrainmodell_lod0_2014,01.02.2015,['keines'],Stadt Zürich,"['2019-11-18', '09:16:02.892259']",cc-zero
488,Isohypsen/Isobathen DTM - 2014 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_isohypsen_isobathen_dtm___2014__ogd_,01.02.2015,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:08:34.783472']",cc-zero
489,Isohypsen DTM ZH Version STZH 2014,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_isohypsen_dtm_zh_version_stzh_2014,01.02.2015,['keines'],Stadt Zürich,"['2020-02-20', '03:02:47.934576']",cc-zero
490,Digitales Oberflächenmodell (DOM) - 2014 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_digitales_oberflaechenmodell__dom____2014__ogd_,01.02.2015,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:02:24.945331']",cc-zero
491,Relief Digitales Oberflächenmodell (DOM) - 2014 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_relief_digitales_oberflaechenmodell__dom____2014__ogd_,01.02.2015,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:05:32.431901']",cc-zero
492,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2014,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2014,07.01.2015,['keines'],Stadt Zürich,"['2019-11-18', '09:00:45.755709']",cc-zero
493,Archiv der Betreuungs- und Unterhaltsdokumentation für überkommunale Naturschutzgebiete - BUN (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_archiv_der_betreuungs__und_unterhaltsdokumentation_fuer_ueberkommunale_naturschutzgebiete_,31.12.2014,['jaehrlich'],Kanton Zürich,"['2020-07-14', '03:10:23.872900']",cc-zero
494,LIDAR Laserscanning-Punktwolke - 2014 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_lidar_laserscanning_punktwolke___2014__ogd_,31.12.2014,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:09:25.370220']",cc-zero
495,3D-Blockmodell LoD1 Jahresendstand 2014,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2014,31.12.2014,['keines'],Stadt Zürich,"['2019-11-18', '09:04:53.601353']",cc-zero
496,Historischer Übersichtsplan der Stadt Zürich um 2014,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2014,19.09.2014,['keines'],Stadt Zürich,"['2019-11-18', '08:57:23.952047']",cc-zero
497,Gebäudevolumen (OGD) (kantonaler Datensatz),"Abteilung Energie, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_gebaeudevolumen__ogd_,30.05.2014,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:03:44.544105']",cc-zero
498,Eibenförderung (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_eibenfoerderung__ogd_,19.02.2014,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:06:40.867598']",cc-zero
499,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2013,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2013,08.01.2014,['keines'],Stadt Zürich,"['2019-11-18', '09:16:50.853568']",cc-zero
500,3D-Blockmodell LoD1 Jahresendstand 2013,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2013,31.12.2013,['keines'],Stadt Zürich,"['2019-11-18', '09:05:48.414372']",cc-zero
501,Historischer Übersichtsplan der Stadt Zürich um 2013,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2013,30.09.2013,['keines'],Stadt Zürich,"['2019-11-18', '09:06:24.161400']",cc-zero
502,3D-Dachmodell LoD2 Jahresstand 2013,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_dachmodell_lod2_jahresstand_2013,03.05.2013,['keines'],Stadt Zürich,"['2019-11-18', '08:56:11.018992']",cc-zero
503,Orthofoto 2013 Stadt Zürich - Frühling,"Geodaten, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_2013_stadt_zuerich___fruehling,01.03.2013,['sporadisch oder unregelmaessig'],Stadt Zürich und angrenzende Gemeinden,"['2020-09-23', '02:03:53.768242']",cc-zero
504,Windpotenzial (OGD) (kantonaler Datensatz),"Abteilung Energie, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_windpotenzial__ogd_,Laufende Nachführung,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:11:55.954233']",cc-zero
505,Orthofoto 2010 Bund - Sommer - quasi true - NDVI,"Informatik, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_2010_bund___sommer___quasi_true___ndvi,12.02.2013,['keines'],Stadt Zürich,"['2020-09-23', '02:03:32.548911']",cc-zero
506,Orthofoto 2010 Bund - Sommer - quasi true,"Informatik, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_2010_bund___sommer___quasi_true,11.02.2013,['keines'],Stadt Zürich,"['2020-09-23', '02:03:39.481862']",cc-zero
507,Orthofoto 2010 Bund - Sommer - quasi true - CIR,"Informatik, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_2010_bund___sommer___quasi_true___cir,11.02.2013,['keines'],Stadt Zürich,"['2020-09-23', '02:02:19.296811']",cc-zero
508,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2012,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2012,09.01.2013,['keines'],Stadt Zürich,"['2019-11-18', '09:11:51.382343']",cc-zero
509,3D-Blockmodell LoD1 Jahresendstand 2012,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2012,31.12.2012,['keines'],Stadt Zürich,"['2019-11-18', '09:01:27.674641']",cc-zero
510,Historischer Übersichtsplan der Stadt Zürich um 2012,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2012,31.12.2012,['keines'],Stadt Zürich,"['2019-11-18', '09:17:34.545540']",cc-zero
511,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2011,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2011,04.01.2012,['keines'],Stadt Zürich,"['2019-11-18', '09:13:19.715669']",cc-zero
512,Perimeter des Parkplatzkompromisses,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_perimeter_des_parkplatzkompromisses,Laufende Nachführung,['keines'],Stadt Zürich,"['2019-11-18', '09:06:53.530803']",cc-zero
513,3D-Blockmodell LoD1 Jahresendstand 2011,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2011,31.12.2011,['keines'],Stadt Zürich,"['2019-11-18', '09:07:43.164659']",cc-zero
514,Randabschlüsse Konzeptplan,"Konzepte + Planungen, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_randabschluesse_konzeptplan,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:13:06.082585']",cc-zero
515,Bedeutungsplan,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_bedeutungsplan,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:16:56.206879']",cc-zero
516,Historischer Übersichtsplan der Stadt Zürich um 2011,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2011,31.12.2011,['keines'],Stadt Zürich,"['2019-11-18', '09:00:41.471156']",cc-zero
517,Familiengärten,"Immobilien, Gärten und Pachten, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_familiengaerten,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:05:01.243555']",cc-zero
518,Klimadaten,"Strassenlärmsanierung und NIS, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",geo_klimadaten,30.05.2011,['keines'],Stadt Zürich,"['2019-11-18', '09:04:31.688256']",cc-zero
519,Ortschaften und Postleitzahlregionen (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_ortschaften_und_postleitzahlregionen__ogd_,16.05.2011,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:02:14.825142']",cc-zero
520,3D-Dachmodell LoD2 Jahresstand 2011,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_dachmodell_lod2_jahresstand_2011,03.04.2011,['jaehrlich'],Stadt Zürich,"['2019-11-18', '08:57:52.520845']",cc-zero
521,Orthofoto 2011 Stadt Zürich - Frühling,"Geodaten, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_2011_stadt_zuerich___fruehling,03.04.2011,['sporadisch oder unregelmaessig'],Stadt Zürich und angrenzende Gemeinden,"['2020-09-23', '02:02:50.752983']",cc-zero
522,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2010,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2010,05.01.2011,['keines'],Stadt Zürich,"['2019-11-18', '08:59:59.747773']",cc-zero
523,Historischer Übersichtsplan der Stadt Zürich um 2010,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2010,31.12.2010,['keines'],Stadt Zürich,"['2019-11-18', '09:15:09.873180']",cc-zero
524,Waldentwicklungsplan (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_waldentwicklungsplan__ogd_,07.09.2010,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:09:37.562212']",cc-zero
525,Fischereireviere (OGD) (kantonaler Datensatz),"Fischerei- und Jagdverwaltung, Amt für Landschaft und Natur, Kanton Zürich",ktzh_fischereireviere__ogd_,31.05.2010,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:04:47.016468']",cc-zero
526,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2009,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2009,05.01.2010,['keines'],Stadt Zürich,"['2019-11-18', '08:57:46.156616']",cc-zero
527,"Avifaunistisches Monitoring, Probeflächen mit Revierkartierung, 1990 (OGD) (kantonaler Datensatz)","Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_avifaunistisches_monitoring__probeflaechen_mit_revierkartierung__1990__ogd_,31.12.2009,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:10:57.702770']",cc-zero
528,Historischer Übersichtsplan der Stadt Zürich um 2009,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2009,09.09.2009,['keines'],Stadt Zürich,"['2019-11-18', '09:14:49.878712']",cc-zero
529,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2008,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2008,07.01.2009,['keines'],Stadt Zürich,"['2019-11-18', '09:12:53.646442']",cc-zero
530,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2007,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2007,09.01.2008,['keines'],Stadt Zürich,"['2019-11-18', '09:18:06.667714']",cc-zero
531,Historischer Übersichtsplan der Stadt Zürich um 2007,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2007,09.11.2007,['keines'],Stadt Zürich,"['2019-11-18', '09:16:09.437657']",cc-zero
532,Orthofoto Tösstal (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_orthofoto_toesstal__ogd_,30.06.2007,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:04:45.523083']",cc-zero
533,Orthofoto 2007 Stadt Zürich - Frühling,"Geodaten, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_2007_stadt_zuerich___fruehling,17.04.2007,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2020-09-23', '02:03:27.879777']",cc-zero
534,Abflussprozesskarte (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_abflussprozesskarte__ogd_,15.08.2006,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:04:56.604810']",cc-zero
535,Plan Lumiere Konzeptplan,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_plan_lumiere_konzeptplan,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:02:42.828751']",cc-zero
536,Gewässer-Haupteinzugsgebiete (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_gewaesser_haupteinzugsgebiete__ogd_,01.11.2005,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:05:04.531418']",cc-zero
537,Modellierte Potenziale für naturnahe Lebensräume (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_modellierte_potenziale_fuer_naturnahe_lebensraeume__ogd_,31.12.2004,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:10:39.455843']",cc-zero
538,Kommunaler Richtplan Verkehr 2004,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_kommunaler_richtplan_verkehr_2004,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:14:02.187405']",cc-zero
539,Höhenlinien 2002,"Geodaten, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_hoehenlinien_2002,31.12.2003,['keines'],Stadt Zürich,"['2019-11-18', '09:15:03.870797']",cc-zero
540,Orthofoto 2003 Stadt Zürich - Frühling,"Geodaten, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_2003_stadt_zuerich___fruehling,08.04.2003,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2020-09-23', '02:04:01.442561']",cc-zero
541,Inventar der Waldstandorte von naturkundlicher Bedeutung (WNB) (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_inventar_der_waldstandorte_von_naturkundlicher_bedeutung__wnb___ogd_,31.05.2000,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:03:40.145791']",cc-zero
542,Historischer Übersichtsplan der Stadt Zürich um 1999,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_1999,31.12.1999,['keines'],Stadt Zürich,"['2019-11-18', '09:07:16.816695']",cc-zero
543,Orthofoto 1999 Stadt Zürich - Frühling,"Geodaten, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_1999_stadt_zuerich___fruehling,03.05.1999,['keines'],Stadt Zürich,"['2020-09-23', '02:03:04.711810']",cc-zero
544,Heuschrecken - Inventar (1990/98) (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_heuschrecken___inventar__1990_98___ogd_,31.12.1998,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:02:32.329921']",cc-zero
545,Vegetationskundliche Kartierung der Wälder (Waldvegetationskarte) (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_vegetationskundliche_kartierung_der_waelder__waldvegetationskarte___ogd_,31.12.1997,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:05:00.476215']",cc-zero
546,Arten der Trockenstandorte TWW (1974 / 1976) (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_arten_der_trockenstandorte_tww__1974___1976___ogd_,31.12.1997,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:02:50.149069']",cc-zero
